Timestamp,Location,pH,Dissolved_Oxygen_mg_L,Turbidity_NTU,Conductivity_uS_cm,Arsenic_mg_L,Lead_mg_L,Cadmium_mg_L,Chromium_mg_L,Mercury_mg_L,Latitude,Longitude
1/21/2024 9:00,Location_40,8.23,6.25,5.86,1100.57,0.0091,0.0161,0.0079,0.0164,0.0018,18.5815,73.791858
1/21/2024 10:00,Location_41,7.14,5.71,2.98,945.31,0.0405,0.0123,0.008,0.0435,0.0002,18.752908,74.089149
1/21/2024 11:00,Location_42,7.55,5.22,7.1,518.5,0.0068,0.0005,0.0021,0.0373,0.001,18.459164,73.733796
1/21/2024 12:00,Location_43,6.69,8.57,5.89,675.14,0.0234,0.0118,0.0034,0.011,0.0024,18.603339,73.727401
1/21/2024 13:00,Location_44,6.47,6.32,8.06,404.78,0.0469,0.0069,0.0013,0.0036,0.0019,18.658786,73.938202
1/21/2024 14:00,Location_45,7.16,7.07,7.48,1452.43,0.0093,0.0306,0.0007,0.0358,0.0006,18.606739,73.989096
1/21/2024 15:00,Location_46,6.88,6.95,6.3,282.89,0.0489,0.0083,0.0099,0.0195,0.0026,18.755691,74.084354
1/21/2024 16:00,Location_47,7.46,7.46,5.14,620.57,0.0497,0.0264,0.0066,0.0383,0.002,18.795825,73.861978
1/21/2024 17:00,Location_48,6.19,9.19,1.77,136.17,0.0278,0.0295,0.0054,0.0223,0.0007,18.446334,73.710117
1/21/2024 18:00,Location_49,8.44,9.88,2.98,410.49,0.0085,0.0149,0.0077,0.0173,0.0018,18.451982,73.941159
1/21/2024 19:00,Location_50,8.47,6.45,4.48,1192.66,0.0158,0.0018,0.0084,0.0226,0.0053,18.45213,73.815878
1/21/2024 20:00,Location_1,7.75,8.97,6.19,381.65,0.0212,0.0019,0.0081,0.0374,0.0018,18.672471,73.873179
1/21/2024 21:00,Location_2,7.34,8.59,5.38,212.09,0.0155,0.0013,0.0002,0.0451,0.0043,18.54907,73.895388
1/21/2024 22:00,Location_3,6.77,7.44,3.24,764.23,0.014,0.037,0.0019,0.0025,0.0037,18.693326,73.725805
1/21/2024 23:00,Location_4,8.03,9.74,0.56,113.96,0.0486,0.0159,0.0065,0.0262,0.0026,18.562189,73.894393
1/22/2024 0:00,Location_5,7.71,5.2,5.21,218.67,0.0077,0.0398,0.0038,0.0016,0.0014,18.651043,73.870528
1/22/2024 1:00,Location_6,6.41,4.66,3.21,1230.68,0.0367,0.0216,0.0098,0.0234,0.0022,18.707943,73.985018
1/22/2024 2:00,Location_7,8.28,9.12,7.48,1180.06,0,0.0226,0.0067,0.0443,0.0036,18.619286,73.958266
1/22/2024 3:00,Location_8,8.06,6.63,0.73,1381.19,0.0298,0.0256,0.0096,0.0181,0.0021,18.615801,73.774086
1/22/2024 4:00,Location_9,8.37,9.08,6.06,1296.32,0.0458,0.0357,0.002,0.0466,0.0013,18.435294,73.782456
1/22/2024 5:00,Location_10,7.81,9.36,9.44,1056.45,0.0144,0.0137,0.0086,0.0315,0.0007,18.564313,73.800402
1/22/2024 6:00,Location_11,7.53,4.37,2.16,173.27,0.0093,0.0061,0.0032,0.0467,0.0053,18.618311,73.77158
1/22/2024 7:00,Location_12,7.05,9.3,4.98,1195.99,0.0326,0.0278,0.0099,0.0379,0.0026,18.584792,73.962885
1/22/2024 8:00,Location_13,8.33,6.69,1.37,1283.72,0.0356,0.0163,0.0016,0.0052,0.0038,18.760313,74.097772
1/22/2024 9:00,Location_14,8.17,7.06,6.44,1218.72,0.0344,0.0221,0.0052,0.0116,0.0029,18.762612,73.960843
1/22/2024 10:00,Location_15,6.11,7.76,5.73,811.87,0.016,0.0323,0.0079,0.0197,0.0052,18.728767,73.942673
1/22/2024 11:00,Location_16,6.07,9.56,4.37,426.06,0.0126,0.0247,0.0043,0.0085,0.0033,18.550119,73.863971
1/22/2024 12:00,Location_17,6.94,4.11,5.45,1283.46,0.0478,0.031,0.0047,0.0247,0.0029,18.68692,73.825032
1/22/2024 13:00,Location_18,8.03,6.86,9.02,1118.03,0.0462,0.0272,0.0099,0.0236,0.0055,18.558115,74.06443
1/22/2024 14:00,Location_19,8.47,8.13,2.36,1473.07,0.0229,0.037,0.0043,0.0478,0.0043,18.493037,74.087601
1/22/2024 15:00,Location_20,6.38,8.34,0.71,317.97,0.0423,0.0353,0.006,0.0217,0.0007,18.537161,73.89871
1/22/2024 16:00,Location_21,7.49,8.16,8.69,415.93,0.0226,0.0267,0.0005,0.0393,0.0011,18.428386,73.81608
1/22/2024 17:00,Location_22,6.95,4.81,5.98,396.52,0.0212,0.0339,0.0084,0.0471,0.0047,18.532711,74.008049
1/22/2024 18:00,Location_23,8.42,5.8,8.96,1209.56,0.0078,0.0437,0.0065,0.0438,0.005,18.584297,73.752983
1/22/2024 19:00,Location_24,8.11,6.15,6.17,361.67,0.0213,0.0216,0.004,0.0104,0.0033,18.782192,74.006235
1/22/2024 20:00,Location_25,8.1,8.83,8.2,193.32,0.0269,0.0206,0.0002,0.0248,0.0033,18.525364,74.027579
1/22/2024 21:00,Location_26,7.17,5.67,4.58,1497.99,0.0011,0.0382,0.0059,0.0174,0.0038,18.760981,73.749962
1/22/2024 22:00,Location_27,7.04,5.26,7.62,134.74,0.0222,0.0291,0.0001,0.02,0.0026,18.491543,74.090745
1/22/2024 23:00,Location_28,6.68,9.74,9.17,1269.34,0.0391,0.0036,0,0.018,0.0041,18.476388,74.094205
1/23/2024 0:00,Location_29,6.14,4.05,5.94,611.51,0.034,0.0446,0.0062,0.0413,0.0007,18.607598,74.074688
1/23/2024 1:00,Location_30,8.16,9.99,2.22,1278.26,0.0318,0.0015,0.0019,0.0226,0.0058,18.669005,73.898414
1/23/2024 2:00,Location_31,8.03,8.06,3.05,876.47,0.0455,0.0374,0.0019,0.0262,0.0045,18.417733,73.79843
1/23/2024 3:00,Location_32,8.5,8.97,2.39,1362.28,0.0009,0.0379,0.0065,0.0491,0.0038,18.488426,73.932804
1/23/2024 4:00,Location_33,8.49,5.77,2.85,1396.67,0.0279,0.0477,0.0005,0.003,0.0019,18.582273,73.867974
1/23/2024 5:00,Location_34,7.39,4.09,3.41,112.74,0.0394,0.0027,0.0031,0.0244,0.001,18.532402,73.782379
1/23/2024 6:00,Location_35,7.92,8.43,5.77,205.58,0.0271,0.0298,0.0015,0.0387,0.0025,18.685048,73.869471
1/23/2024 7:00,Location_36,8.36,9,6.09,450.5,0.0162,0.0214,0.0058,0.0076,0.004,18.604464,73.965556
1/23/2024 8:00,Location_37,8.12,8.44,4.55,1037.04,0.0068,0.0165,0.0066,0.0306,0.0038,18.464144,73.728365
1/23/2024 9:00,Location_38,6.62,4.86,6.35,1343.58,0.0444,0.0045,0.0072,0.012,0.0023,18.757786,73.833367
1/23/2024 10:00,Location_39,7.13,8.52,1.27,743.92,0.0235,0.0281,0.0026,0.0434,0.0037,18.517162,73.707118
1/23/2024 11:00,Location_40,6.32,8.61,1.33,949.76,0.0439,0.024,0.0009,0.0164,0.0049,18.692452,73.999798
1/23/2024 12:00,Location_41,8.39,7.95,2.13,363.9,0.0293,0.0052,0.0008,0.0165,0.0002,18.711966,73.956277
1/23/2024 13:00,Location_42,7.52,8.6,5.42,1226.95,0.0337,0.0306,0.0043,0.0299,0.0027,18.785263,73.725069
1/23/2024 14:00,Location_43,6.57,9.08,2.53,1454.26,0.0402,0.0369,0.0095,0.0092,0.0046,18.599403,74.085895
1/23/2024 15:00,Location_44,7.68,7.68,3.19,476.04,0.033,0.0384,0.0022,0.0142,0.0033,18.646334,73.709049
1/23/2024 16:00,Location_45,7.55,4.53,4.3,792.76,0.0199,0.0453,0.0026,0.0208,0.0039,18.533951,73.935984
1/23/2024 17:00,Location_46,6.9,6.93,8.21,220.56,0.0257,0.0205,0.001,0.0177,0.0031,18.671272,74.010547
1/23/2024 18:00,Location_47,6.28,4.47,0.63,882.79,0.0402,0.0477,0.0061,0.0262,0.006,18.585353,74.015159
1/23/2024 19:00,Location_48,7.68,6.45,6.67,803.9,0.0187,0.0433,0.0068,0.03,0.0003,18.575061,73.713714
1/23/2024 20:00,Location_49,7.3,6.44,6.85,302.21,0.0194,0.0148,0.0064,0.0283,0.0029,18.742187,74.062566
1/23/2024 21:00,Location_50,7.93,4.4,8.09,718.89,0.0048,0.008,0.0086,0.0327,0.0005,18.420068,74.067381
1/23/2024 22:00,Location_1,7.3,6.09,9.36,567.75,0.0457,0.0218,0.0049,0.0154,0.001,18.752785,73.924556
1/23/2024 23:00,Location_2,8.13,4.67,0.69,830.56,0.0046,0.0201,0.0013,0.0063,0.0023,18.740828,73.892833
1/24/2024 0:00,Location_3,7.38,8.85,1.96,919.92,0.0324,0.0288,0.0029,0.038,0.0009,18.602547,73.717947
1/24/2024 1:00,Location_4,7.4,9.69,8.92,111.89,0.0207,0.0292,0.0066,0.0425,0.0058,18.596081,73.924782
1/24/2024 2:00,Location_5,8.19,4.43,4.86,1165.41,0.0203,0.0375,0.0061,0.0129,0.0057,18.544723,73.863752
1/24/2024 3:00,Location_6,7.01,9.73,5.86,1098.22,0.034,0.0255,0.0053,0.0204,0.002,18.79767,74.009123
1/24/2024 4:00,Location_7,6.34,7.14,6.8,612.8,0.0034,0.0052,0.0068,0.0249,0.0038,18.444468,73.861553
1/24/2024 5:00,Location_8,6.07,5.8,6.95,174.11,0.0297,0.0429,0.0064,0.0267,0.0032,18.636086,73.973432
1/24/2024 6:00,Location_9,7.89,4.46,9.35,1156.91,0.0386,0.0155,0.0088,0.033,0.0049,18.672673,73.740563
1/24/2024 7:00,Location_10,7.55,7,9.97,1437.25,0.0414,0.0486,0.0059,0.0021,0.0038,18.773732,73.753181
1/24/2024 8:00,Location_11,7.76,8.77,7.34,436.21,0.0085,0.0059,0.0078,0.0361,0,18.712081,73.755884
1/24/2024 9:00,Location_12,6.53,8.24,3.23,552.93,0.0449,0.0479,0.0025,0.0031,0.0046,18.657539,73.71821
1/24/2024 10:00,Location_13,6.34,4.3,8.86,357.34,0.0328,0.0046,0.0068,0.0234,0.0045,18.446725,73.916532
1/24/2024 11:00,Location_14,6.04,4.44,0.97,907.71,0.0441,0.0116,0.009,0.0414,0.0031,18.549493,74.017587
1/24/2024 12:00,Location_15,6.88,6.42,2.7,316.78,0.0243,0.0023,0.0039,0.0226,0.0054,18.455537,73.944164
1/24/2024 13:00,Location_16,7.47,5.77,9.03,598.67,0.0271,0.0353,0.0078,0.0075,0.0055,18.752485,73.929982
1/24/2024 14:00,Location_17,6.98,5.39,2.93,1075.82,0.046,0.0425,0.0072,0.0493,0.0031,18.699848,73.97225
1/24/2024 15:00,Location_18,7.09,5.69,2.6,884.16,0.045,0.0217,0.0006,0.0445,0.0036,18.703015,73.835858
1/24/2024 16:00,Location_19,8.26,8.82,1.81,641.05,0.0224,0.0464,0.0058,0.0386,0.006,18.660903,73.844782
1/24/2024 17:00,Location_20,6.87,9.58,8.66,688.35,0.0137,0.0295,0.0013,0.0206,0.0018,18.602817,73.825708
1/24/2024 18:00,Location_21,7.28,6.43,5.25,886.96,0.0197,0.0315,0.0097,0.0092,0.0019,18.459988,73.984844
1/24/2024 19:00,Location_22,7.96,9.44,6.91,108.21,0.0194,0.0423,0.0081,0.0471,0.0011,18.531878,73.764656
1/24/2024 20:00,Location_23,6.99,5.93,2.77,209.91,0.0143,0.0148,0.0011,0.0266,0.0054,18.454766,73.70521
1/24/2024 21:00,Location_24,7.56,6.86,7.7,1333.76,0.0134,0.0177,0.0012,0.0426,0.0045,18.689965,73.938479
1/24/2024 22:00,Location_25,8.16,5.36,7.72,209.03,0.0431,0.0453,0.0059,0.0171,0.0006,18.464092,74.076953
1/24/2024 23:00,Location_26,8.37,7.84,3.47,1089.53,0.0035,0.045,0.0034,0.0168,0.0059,18.680845,73.943763
1/25/2024 0:00,Location_27,6.37,9.87,4.4,1388.05,0.0339,0.0488,0.0003,0.0493,0.0044,18.676902,74.013169
1/25/2024 1:00,Location_28,8.32,7.62,2.49,478.96,0.0086,0.0451,0.0054,0.0261,0.0051,18.583722,73.969116
1/25/2024 2:00,Location_29,7.23,6.15,9.78,618.69,0.0172,0.0064,0.0039,0.007,0.0003,18.454091,73.898975
1/25/2024 3:00,Location_30,6.65,7.89,6.63,896.49,0.0031,0.0412,0.001,0.011,0.003,18.52592,73.987357
1/25/2024 4:00,Location_31,7.15,4.74,9.38,1334.39,0.0135,0.0205,0.008,0.0241,0.0042,18.528037,74.029642
1/25/2024 5:00,Location_32,8.45,9.33,3.38,1418.67,0.0384,0.0495,0.0092,0.0021,0.0033,18.680154,73.789893
1/25/2024 6:00,Location_33,7.23,7.02,7.93,1135.39,0.0443,0.0236,0.0076,0.0231,0.004,18.445497,73.834452
1/25/2024 7:00,Location_34,6.82,6.7,7.78,221.27,0.0111,0.0277,0.0082,0.0209,0.0049,18.731627,73.78949
1/25/2024 8:00,Location_35,7.58,7.52,7.07,1036.82,0.0232,0.0265,0.0022,0.039,0.0022,18.704403,73.880869
1/25/2024 9:00,Location_36,6.6,7.75,9.67,674.43,0.0235,0.0161,0.0026,0.0177,0.0051,18.474523,74.054026
1/25/2024 10:00,Location_37,6.19,4.43,4.24,758.98,0.0437,0.0038,0.0021,0.0491,0.001,18.687666,73.838083
1/25/2024 11:00,Location_38,6.32,8.1,1.74,168.81,0.0381,0.0448,0.0077,0.009,0.0016,18.667405,73.849787
1/25/2024 12:00,Location_39,6.32,5.45,6.88,367.49,0.0257,0.0401,0.0095,0.0295,0.0003,18.699248,74.044147
1/25/2024 13:00,Location_40,6.38,8.28,7.43,1206.72,0.0335,0.007,0.0072,0.0045,0.0022,18.475571,73.90615
1/25/2024 14:00,Location_41,6.35,8.94,5.96,735.54,0.0424,0.0388,0.0088,0.0367,0.0023,18.463036,73.91418
1/25/2024 15:00,Location_42,7.6,8.82,2.46,522.33,0.0005,0.0313,0.0064,0.0497,0.0048,18.494594,74.04432
1/25/2024 16:00,Location_43,6.45,7.32,5.29,637.63,0.0201,0.0205,0.0039,0.041,0.0039,18.546349,73.896211
1/25/2024 17:00,Location_44,6.86,7.12,3.47,1296.16,0.0454,0.0127,0.0043,0.0278,0.0026,18.717466,73.972623
1/25/2024 18:00,Location_45,8.24,4.86,4.56,1148.6,0.037,0.043,0.0008,0.0242,0.0039,18.69517,73.734258
1/25/2024 19:00,Location_46,7.18,8.65,6.63,481.24,0.0271,0.035,0.0003,0.0418,0.0003,18.770181,73.771453
1/25/2024 20:00,Location_47,7.67,5.63,7.58,264.5,0.0265,0.0274,0.007,0.0468,0.0011,18.423452,73.86175
1/25/2024 21:00,Location_48,6.43,6.98,2.71,452.8,0.0174,0.0305,0.0044,0.0495,0.0038,18.404623,73.897936
1/25/2024 22:00,Location_49,6.48,5.71,4.35,1389.06,0.026,0.0046,0.0055,0.0198,0.0038,18.679656,74.086293
1/25/2024 23:00,Location_50,6.1,4.8,3.06,914.22,0.0328,0.0237,0.0056,0.0495,0.0046,18.511715,74.088261
1/26/2024 0:00,Location_1,6.42,7.78,2.39,846.87,0.0209,0.0097,0.0028,0.0078,0.0024,18.533632,74.040479
1/26/2024 1:00,Location_2,6.7,4.33,7.94,934.95,0.0357,0.0104,0.0048,0.0127,0.0043,18.618721,73.82624
1/26/2024 2:00,Location_3,6.44,8.49,9.14,612.44,0.0431,0.0331,0.0047,0.0045,0.0041,18.440965,74.085611
1/26/2024 3:00,Location_4,6.22,5.91,4.02,1229.95,0.0077,0.0456,0.0039,0.0136,0.0058,18.657078,73.975736
1/26/2024 4:00,Location_5,6.3,4,7.64,832.6,0.0226,0.0202,0.0082,0.0384,0.0013,18.530059,73.857176
1/26/2024 5:00,Location_6,7.15,7.07,9.02,263.45,0.0204,0.0104,0.0045,0.0426,0.0033,18.653086,73.98067
1/26/2024 6:00,Location_7,6.52,4.28,8.54,280.69,0.0344,0.0324,0.006,0.0389,0.0036,18.733603,73.706609
1/26/2024 7:00,Location_8,6.91,5.66,2.24,851.6,0.0125,0.0436,0.009,0.0316,0.006,18.468445,73.758462
1/26/2024 8:00,Location_9,7.26,8.24,9.58,1411.2,0.032,0.0374,0.0087,0.0257,0.0012,18.772349,74.031874
1/26/2024 9:00,Location_10,7.73,4.38,4.08,531.69,0.0439,0.0434,0.0089,0.0354,0.0031,18.612275,73.958229
1/26/2024 10:00,Location_11,6.1,9.04,3.72,1317.36,0.0209,0.0268,0.0027,0.0195,0.0021,18.769171,73.845678
1/26/2024 11:00,Location_12,8,4.02,1.09,1169.73,0.0456,0.0376,0.0003,0.0421,0.0032,18.483092,73.900267
1/26/2024 12:00,Location_13,7.57,5.48,5.12,446.94,0.0497,0.007,0.0026,0.0339,0.0014,18.641825,74.062057
1/26/2024 13:00,Location_14,6.2,8.45,1.54,150.88,0.0053,0.0174,0.0028,0.0349,0.0003,18.561555,73.952631
1/26/2024 14:00,Location_15,8.18,5.9,2.86,242.59,0.0117,0.0195,0.0091,0.0268,0.0034,18.709689,73.85926
1/26/2024 15:00,Location_16,8.3,4.61,3.51,1119.89,0.0475,0.0256,0.0065,0.0443,0.002,18.642364,73.748131
1/26/2024 16:00,Location_17,6.15,6.16,8.18,379.54,0.0479,0.0465,0.0008,0.0126,0.0011,18.597806,73.817499
1/26/2024 17:00,Location_18,6.69,5.62,8.82,619.78,0.0049,0.0437,0.0014,0.0191,0.0019,18.765194,74.091336
1/26/2024 18:00,Location_19,8.02,9.06,3.37,802.38,0.0007,0.0067,0.0016,0.0389,0.0003,18.550847,73.874945
1/26/2024 19:00,Location_20,7.87,5.88,8.66,1115.66,0.0081,0.0086,0.0063,0.0246,0.0057,18.487992,73.888736
1/26/2024 20:00,Location_21,6.46,8.73,8.64,258.52,0.0498,0.0179,0.0074,0.0445,0.0035,18.64324,73.899439
1/26/2024 21:00,Location_22,6.52,9.35,7.76,668.91,0.009,0.0145,0.0086,0.0173,0.0049,18.649611,74.053642
1/26/2024 22:00,Location_23,6.93,6.6,1.89,779.1,0.0251,0.0307,0.0094,0.0185,0.0025,18.575638,73.941571
1/26/2024 23:00,Location_24,7.21,9.46,7.06,857.16,0.0424,0.0451,0.002,0.0444,0.0054,18.594644,73.977471
1/27/2024 0:00,Location_25,7.55,6.26,9.48,1245.7,0.001,0.0481,0.0031,0.0232,0.0029,18.783821,73.855765
1/27/2024 1:00,Location_26,6.92,9.78,6.98,340.35,0.0302,0.0327,0.0024,0.0258,0.0034,18.693074,73.711635
1/27/2024 2:00,Location_27,7.16,4.54,3.65,1230.96,0.0139,0.0419,0.0036,0.0166,0.003,18.444241,74.072389
1/27/2024 3:00,Location_28,7.87,8.12,5.26,1070.03,0.0431,0.0263,0.0091,0.0138,0.0044,18.484852,74.079651
1/27/2024 4:00,Location_29,6.09,6.96,6.63,878.22,0.0142,0.0104,0.0058,0.0328,0.0034,18.790231,74.079661
1/27/2024 5:00,Location_30,6.63,6.33,5.35,1079.34,0.0343,0.0262,0.0074,0.006,0.0016,18.690586,74.077475
1/27/2024 6:00,Location_31,7.78,7.8,1.64,676.82,0.0337,0.0278,0.0049,0.044,0.0009,18.766018,74.026097
1/27/2024 7:00,Location_32,8.24,8.22,3.46,293.76,0.0111,0.0371,0.0003,0.039,0.0036,18.521545,73.973838
1/27/2024 8:00,Location_33,7.28,4.03,8.12,1032.07,0.0017,0.011,0.0006,0.0095,0.0029,18.696747,74.037804
1/27/2024 9:00,Location_34,7.33,5,8.68,834.54,0.0205,0.0184,0.0054,0.0347,0.0006,18.685601,73.940218
1/27/2024 10:00,Location_35,6.27,8.28,1.8,995.12,0.0145,0.0182,0.0072,0.0301,0.0024,18.517876,73.753748
1/27/2024 11:00,Location_36,7.12,8,9.55,573.2,0.0404,0.048,0.0022,0.0092,0.0031,18.620327,73.856487
1/27/2024 12:00,Location_37,7.33,9.8,3.62,1369.61,0.04,0.0222,0.0072,0.0137,0.005,18.650966,74.088518
1/27/2024 13:00,Location_38,6.61,8.57,6.79,922.32,0.0229,0.0378,0.0081,0.0204,0.0005,18.592453,73.840455
1/27/2024 14:00,Location_39,6.67,9.7,7.64,219.56,0.0303,0.0375,0.0041,0.035,0.0021,18.730871,74.047131
1/27/2024 15:00,Location_40,6.94,8.22,8.21,729.73,0.0302,0.0133,0.0075,0.0319,0.0049,18.733148,73.737285
1/27/2024 16:00,Location_41,6.05,5.79,9.48,1158.9,0.0414,0.0286,0.004,0.0266,0.0039,18.74024,73.833674
1/27/2024 17:00,Location_42,6.81,4.63,3.47,1211.79,0.0213,0.0447,0.0068,0.0384,0.0017,18.721369,73.840381
1/27/2024 18:00,Location_43,6.53,8.69,8.66,792.44,0.0138,0.0238,0.0076,0.0379,0.0051,18.595233,73.720641
1/27/2024 19:00,Location_44,6.82,7.86,1.75,1352.65,0.0133,0.0473,0.0099,0.0309,0.003,18.552575,73.747638
1/27/2024 20:00,Location_45,6.3,4.29,7.2,474.74,0.0268,0.0107,0.0035,0.0393,0.003,18.732551,73.777266
1/27/2024 21:00,Location_46,8.23,6.16,7.55,674.84,0.0225,0.0037,0.0041,0.0167,0.0059,18.596081,74.035126
1/27/2024 22:00,Location_47,7.48,9.74,6.94,1358.04,0.022,0.0446,0.0017,0.0441,0.0057,18.498549,73.725361
1/27/2024 23:00,Location_48,7.7,7,2.9,1354.76,0.0046,0.0424,0.002,0.0307,0.0022,18.602937,73.81948
1/28/2024 0:00,Location_49,7.97,6.6,8.79,1060,0.0359,0.0496,0.0069,0.0411,0.0008,18.45674,73.70407
1/28/2024 1:00,Location_50,7.25,6.75,2.1,1302.57,0.0107,0.034,0.0092,0.0273,0.002,18.676652,73.978251
1/28/2024 2:00,Location_1,6.22,5.25,1.01,224.28,0.0098,0.0468,0.0039,0.0109,0.0002,18.534369,73.948121
1/28/2024 3:00,Location_2,7.34,6.21,7.32,1310.99,0.0206,0.0413,0.0018,0.0271,0.0001,18.504264,73.957993
1/28/2024 4:00,Location_3,7.47,6.22,5.02,548.87,0.0114,0.0422,0.0029,0.0186,0.0024,18.782603,73.849753
1/28/2024 5:00,Location_4,7.86,4.31,8.57,349.66,0.0292,0.0285,0.0046,0.0349,0.0056,18.710752,73.783307
1/28/2024 6:00,Location_5,7.08,8.61,4.14,435.12,0.0186,0.0191,0.0029,0.0238,0.0052,18.714828,73.988128
1/28/2024 7:00,Location_6,6.32,6.5,2.1,685.16,0.0224,0.0467,0.0023,0.0418,0.0031,18.649489,74.024447
1/28/2024 8:00,Location_7,6.71,8.93,8.45,451.67,0.0269,0.0216,0.0074,0.0339,0.0034,18.735669,73.755441
1/28/2024 9:00,Location_8,6.91,9.1,5.71,548.79,0.0102,0.0269,0.0001,0.0342,0,18.703665,73.894732
1/28/2024 10:00,Location_9,7.61,5.27,2.3,288.97,0.0078,0.0223,0.0054,0.0109,0.0013,18.639509,73.799486
1/28/2024 11:00,Location_10,7.43,7.94,7.34,514.65,0.044,0.0282,0.0079,0.0492,0.0001,18.78445,73.767243
1/28/2024 12:00,Location_11,6.89,6.83,5.36,901.2,0.0217,0.0235,0.0027,0.0421,0.0045,18.476638,73.99373
1/28/2024 13:00,Location_12,8.47,9.28,6.24,718.6,0.0206,0.0024,0.006,0.0395,0.0009,18.777352,73.915239
1/28/2024 14:00,Location_13,7.51,5.29,4.88,585.41,0.0018,0.0441,0.0067,0.0165,0.0052,18.560575,73.786474
1/28/2024 15:00,Location_14,6.59,8.07,8.37,1145.03,0.0249,0.0222,0.0066,0.0268,0.0039,18.61136,73.824
1/28/2024 16:00,Location_15,6.25,7.65,8.38,1350.91,0.0277,0.0294,0.0045,0.0069,0.0014,18.449096,74.086661
1/28/2024 17:00,Location_16,6.38,5.77,7.24,1159.5,0.0279,0.007,0.0035,0.0269,0.0009,18.616043,74.039472
1/28/2024 18:00,Location_17,6.61,4.82,1.5,564.8,0.0354,0.0002,0.0084,0.0073,0.0038,18.644483,74.051979
1/28/2024 19:00,Location_18,6.4,7.91,8.47,1142.22,0.0089,0.0123,0.0076,0.0277,0.0054,18.799081,73.884005
1/28/2024 20:00,Location_19,6.47,8.43,6.87,312.77,0.0126,0.0352,0.0032,0.0324,0.0043,18.790077,73.949523
1/28/2024 21:00,Location_20,6.71,5.89,7.12,282.45,0.0405,0.005,0.001,0.0195,0.0021,18.786559,73.850707
1/28/2024 22:00,Location_21,6.43,7.87,3.95,583.88,0.0474,0.0454,0.0007,0.0249,0.0035,18.539355,73.731085
1/28/2024 23:00,Location_22,8.24,6.37,8.85,1230.78,0.0068,0.0108,0.0009,0.0438,0.0019,18.796507,73.860428
1/29/2024 0:00,Location_23,6.2,8.28,7.39,444.89,0.0249,0.0102,0.0058,0.0054,0.006,18.582191,73.937592
1/29/2024 1:00,Location_24,7.31,5.2,1.57,188.55,0.0107,0.0091,0.0005,0.0396,0.0045,18.740735,73.814858
1/29/2024 2:00,Location_25,7.03,9.34,4.37,284.39,0.003,0.0007,0.0034,0.0085,0.0037,18.486528,74.03918
1/29/2024 3:00,Location_26,8.46,5.72,8.92,1302.24,0.0163,0.0386,0.0075,0.0018,0.0025,18.602333,73.76044
1/29/2024 4:00,Location_27,6.28,6.21,0.95,987.3,0.0072,0.0438,0.0029,0.0093,0.0037,18.786405,73.846852
1/29/2024 5:00,Location_28,6.99,4.35,9.63,454.48,0.0355,0.0307,0.0076,0.0383,0.002,18.778813,73.749962
1/29/2024 6:00,Location_29,8.42,4.67,6.95,877.41,0.0267,0.0094,0.0075,0.0203,0.0002,18.673494,73.861933
1/29/2024 7:00,Location_30,8.16,7.1,6.5,838.61,0.0072,0.0143,0.0025,0.0436,0.0024,18.719126,73.715865
1/29/2024 8:00,Location_31,8.04,5.61,3.07,1017.61,0.0005,0.0238,0.0073,0.0262,0.0056,18.470571,73.80902
1/29/2024 9:00,Location_32,6.64,9.01,2.86,426.46,0.0404,0.0477,0.0075,0.0011,0.0038,18.688663,73.860294
1/29/2024 10:00,Location_33,6.43,4.09,9.45,1310.16,0.0088,0.0124,0.004,0.0358,0.0005,18.64722,73.891266
1/29/2024 11:00,Location_34,7.67,6.27,3.33,533.12,0.0303,0.0366,0.0021,0.0055,0.0053,18.436621,73.917479
1/29/2024 12:00,Location_35,8.32,6.02,7.87,1071.78,0.0168,0.022,0.0052,0.0395,0.0016,18.445264,73.809996
1/29/2024 13:00,Location_36,7.39,4.12,4.23,122.57,0.0293,0.0149,0.0092,0.0084,0.0015,18.443377,73.909217
1/29/2024 14:00,Location_37,7.43,4.75,1.82,621.72,0.0158,0.0228,0.0064,0.0173,0.0018,18.689743,73.903602
1/29/2024 15:00,Location_38,6.7,6.48,0.6,592.39,0.0043,0.0036,0.0017,0.0381,0.0035,18.456686,73.826471
1/29/2024 16:00,Location_39,7.92,6.96,5.67,860.88,0.0111,0.0399,0.0068,0.0477,0.0033,18.587093,74.03208
1/29/2024 17:00,Location_40,6.47,6.43,9.77,201.83,0.0094,0.0122,0.0043,0.0186,0.0029,18.542793,73.918256
1/29/2024 18:00,Location_41,6.81,7.19,4.01,1206.18,0.0214,0.0363,0.0059,0.0415,0.0043,18.620202,73.832908
1/29/2024 19:00,Location_42,7.06,7.57,3.89,404.89,0.0329,0.0034,0.0073,0.0095,0.0019,18.682591,74.078935
1/29/2024 20:00,Location_43,7.27,4.06,3.77,1047.85,0.0132,0.0478,0.0051,0.0404,0.0047,18.673889,74.038045
1/29/2024 21:00,Location_44,6.61,6.78,5.45,1224.5,0.0006,0.0097,0.0081,0.0329,0.0011,18.606208,74.093035
1/29/2024 22:00,Location_45,6.29,9.78,4.69,886.63,0.0259,0.0441,0.0072,0.0096,0.0047,18.585734,73.976894
1/29/2024 23:00,Location_46,7.53,7.11,8.86,1137.24,0.0303,0.0405,0.0062,0.0151,0.004,18.559126,73.851289
